throw_id,t,x_raw,y_raw,z_raw,coeff_x_1,coeff_x_0,coeff_y_1,coeff_y_0,coeff_z_2,coeff_z_1,coeff_z_0
1,0.0,0.03192835404610183,1.2382514226667989,0.962358219750835,-0.10040991168315144,0.0009387535928258916,-2.9324363418469708,1.1645325572648035,7.773098528013619,-5.1859312663823225,1.102763983905178
1,0.016666666666666666,0.01860237723303398,1.1810025543664449,0.9342544230696319,-0.10040991168315144,0.0009387535928258916,-2.9324363418469708,1.1645325572648035,7.773098528013619,-5.1859312663823225,1.102763983905178
1,0.03333333333333333,0.009961052451693249,1.1241604160941618,0.8992632658581964,-0.10040991168315144,0.0009387535928258916,-2.9324363418469708,1.1645325572648035,7.773098528013619,-5.1859312663823225,1.102763983905178
1,0.05,0.004881424078511483,1.0633614397763322,0.8647208928695496,-0.10040991168315144,0.0009387535928258916,-2.9324363418469708,1.1645325572648035,7.773098528013619,-5.1859312663823225,1.102763983905178
1,0.06666666666666667,-0.0034227792270798696,1.007896012729899,0.8264491704657269,-0.10040991168315144,0.0009387535928258916,-2.9324363418469708,1.1645325572648035,7.773098528013619,-5.1859312663823225,1.102763983905178
1,0.08333333333333333,-0.008226503486154935,0.9470275329869771,0.7833834242519255,-0.10040991168315144,0.0009387535928258916,-2.9324363418469708,1.1645325572648035,7.773098528013619,-5.1859312663823225,1.102763983905178
1,0.1,-0.012702062893360719,0.8870705638631539,0.7399902884519162,-0.10040991168315144,0.0009387535928258916,-2.9324363418469708,1.1645325572648035,7.773098528013619,-5.1859312663823225,1.102763983905178
1,0.11666666666666667,-0.02203666632074705,0.8231752272212067,0.6930578147174142,-0.10040991168315144,0.0009387535928258916,-2.9324363418469708,1.1645325572648035,7.773098528013619,-5.1859312663823225,1.102763983905178
1,0.13333333333333333,-0.019841499641426206,0.766804289672007,0.6433690664396035,-0.10040991168315144,0.0009387535928258916,-2.9324363418469708,1.1645325572648035,7.773098528013619,-5.1859312663823225,1.102763983905178
1,0.15,-0.02664391626008258,0.7073275031831663,0.5924630853808392,-0.10040991168315144,0.0009387535928258916,-2.9324363418469708,1.1645325572648035,7.773098528013619,-5.1859312663823225,1.102763983905178
1,0.16666666666666666,-0.028872291258441818,0.6467008712201128,0.5422866428575479,-0.10040991168315144,0.0009387535928258916,-2.9324363418469708,1.1645325572648035,7.773098528013619,-5.1859312663823225,1.102763983905178
1,0.18333333333333332,-0.031686864210876055,0.5875821982575749,0.48834810012201985,-0.10040991168315144,0.0009387535928258916,-2.9324363418469708,1.1645325572648035,7.773098528013619,-5.1859312663823225,1.102763983905178
1,0.2,-0.030830923196855972,0.5258009139675901,0.43129404792849024,-0.10040991168315144,0.0009387535928258916,-2.9324363418469708,1.1645325572648035,7.773098528013619,-5.1859312663823225,1.102763983905178
1,0.21666666666666667,-0.030920944033605624,0.4666763789645697,0.37136153580752135,-0.10040991168315144,0.0009387535928258916,-2.9324363418469708,1.1645325572648035,7.773098528013619,-5.1859312663823225,1.102763983905178
1,0.23333333333333334,-0.03165409532721719,0.4069310132960487,0.3098533421222255,-0.10040991168315144,0.0009387535928258916,-2.9324363418469708,1.1645325572648035,7.773098528013619,-5.1859312663823225,1.102763983905178
1,0.25,-0.03399323661863093,0.3484530442597735,0.2470718818666372,-0.10040991168315144,0.0009387535928258916,-2.9324363418469708,1.1645325572648035,7.773098528013619,-5.1859312663823225,1.102763983905178
1,0.26666666666666666,-0.03032663287929815,0.29223872536446494,0.18520753134374068,-0.10040991168315144,0.0009387535928258916,-2.9324363418469708,1.1645325572648035,7.773098528013619,-5.1859312663823225,1.102763983905178
1,0.2833333333333333,-0.028162953094939252,0.22770702891714997,0.11109154822958783,-0.10040991168315144,0.0009387535928258916,-2.9324363418469708,1.1645325572648035,7.773098528013619,-5.1859312663823225,1.102763983905178
1,0.3,-0.047163887738182635,0.17936233218066655,0.05103113584568926,-0.10040991168315144,0.0009387535928258916,-2.9324363418469708,1.1645325572648035,7.773098528013619,-5.1859312663823225,1.102763983905178
